from,to,w
8948,14344,0.971223889
8948,20211,0.536486085
8948,18945,0.258608824
8948,17692,0.153479847
8948,9004,0.906303618
8948,22010,0.764809697
8948,24965,0.922026486
8948,17637,0.728428388
8948,23073,0.794579825
8948,11039,0.727216676
8948,25034,0.799951495
8949,28254,0.526700416
8949,9242,0.220744222
8949,26060,0.049970182
8950,16468,0.104285122
8950,10408,0.244794996
8951,22091,0.032580592
8952,13828,0.652421646
8952,21387,0.020548385
8952,19008,0.291305264
8952,22791,0.991955022
8952,12612,0.637165619
8952,18708,0.200118519
8953,25707,0.537752751
8953,19648,0.905961821
8954,20904,0.841105038
8954,18704,0.427335346
8954,10737,0.620077219
8954,13587,0.895455725
8954,16250,0.683706962
8954,14955,0.541845274
8954,23637,0.736605407
8954,19940,0.934008886
8954,26358,0.641964195
8954,22012,0.027771879
8954,10212,0.898987422
8954,13324,0.969894414
8954,26260,0.193837148
8955,13307,0.303631175
8955,9503,0.843351893
8955,23418,0.480346691
8955,25011,0.863278618
8956,17733,0.289637869
8956,17406,0.032187814
8956,17165,0.318139792
8956,25067,0.111672492
8956,16127,0.030425174
8956,27769,0.323268128
8956,21730,0.475265651
8956,26010,0.065833334
8956,25810,0.508401594
8956,26061,0.936291864
8956,22425,0.755005206
8956,11251,0.588943667
8956,12282,0.858669534
8956,19219,0.735916672
8956,16340,0.228068316
8957,12145,0.736332644
8957,13353,0.383565652
8957,12321,0.880386124
8957,15355,0.962497725
8957,17651,0.002649761
8957,11021,0.713564666
8957,19169,0.225531363
8958,14549,0.581062998
8958,20557,0.639952246
8958,16576,0.731174888
8958,19018,0.645803884
8958,18328,0.047848034
8958,13593,0.658933177
8958,22185,0.604308402
8958,19205,0.594339933
8959,18412,0.521553482
8959,20052,0.384518617
8959,13098,0.251518465
8959,25441,0.554269321
8959,14819,0.76402616
8959,22350,0.246429041
8959,16123,0.176275519
8959,15766,0.836095287
8959,25615,0.507014462
8959,9280,0.588545817
8959,12292,0.225327463
8959,22561,0.346502439
8959,11691,0.676720241
8959,9749,0.653162417
8959,16780,0.333839961
8959,16504,0.034939461
8959,11782,0.433908866
8959,10098,0.739158581
8959,14756,0.662420533
8959,23190,0.190878282
8959,10147,0.855410087
8959,17876,0.085283927
8959,9916,0.032461481
8959,19859,0.181994324
8959,12189,0.94018722
8959,21813,0.594530144
8959,21023,0.303412909
8960,15251,0.866491075
8961,12409,0.375995455
8961,25598,0.810344989
8961,26535,0.160206892
8962,12956,0.84493046
8962,10393,0.731598873
8963,21804,0.634616216
8963,25001,0.649150219
8963,10829,0.794526525
8963,11692,0.884657449
8963,18430,0.956279772
8963,14748,0.650596599
8963,12952,0.197128517
8963,14822,0.930979798
8963,10100,0.387791243
8963,18521,0.009346945
8963,22209,0.382554007
8963,10023,0.310574207
8963,26735,0.689468086
8963,14771,0.683131642
8964,15894,0.467793054
8964,20950,0.891614246
8964,17509,0.248804757
8964,24939,0.482821511
8964,14954,0.711523079
8964,15056,0.047739928
8964,19056,0.340736379
8964,22273,0.065295154
8964,11193,0.65640598
8964,21766,0.838199263
8964,18833,0.249832371
8964,12711,0.194860051
8964,23372,0.028227356
8965,14136,0.615875357
8965,21448,0.413093503
8966,13209,0.510637124
8966,23178,0.182787692
8967,9430,0.127791856
8967,9194,0.818785091
8967,15744,0.363524654
8969,25263,0.122752031
8969,25474,0.428285222
8969,21654,0.998216618
8970,14266,0.835707151
8970,17234,0.492748466
8970,15713,0.373424235
8970,21150,0.286742927
8970,15376,0.807259018
8970,22271,0.049161766
8970,18507,0.795992454
8970,22415,0.619624186
8970,20480,0.882126486
8970,10034,0.425637801
8970,20258,0.51646323
8970,21473,0.688919139
8970,18950,0.847320309
8970,27746,0.55052175
8970,26677,0.36468329
8971,21462,0.22571354
8971,11511,0.090869334
8971,22857,0.081068586
8972,16173,0.59724971
8972,28123,0.974503064
8972,12689,0.695074215
8972,11084,0.402461289
8972,12649,0.425491352
8972,14911,0.440558127
8972,17975,0.01872205
8972,10264,0.495359015
8972,26838,0.142474082
8972,18374,0.989435163
8972,28202,0.572548174
8972,22750,0.785260476
8972,19728,0.73336464
8972,26657,0.268346028
8972,16193,0.450699488
8972,15512,0.204104654
8972,15226,0.037128831
8972,24600,0.269655227
8973,15431,0.673074277
8973,27433,0.836272476
8973,22048,0.994920629
8973,16850,0.102489147
8974,9795,0.315870818
8974,24442,0.76738977
8974,18619,0.410942223
8974,18610,0.846078458
8974,13772,0.452790638
8974,19948,0.12542177
8974,16914,0.671099903
8974,27586,0.499459696
8974,26092,0.766923596
8974,27743,0.463214885
8974,22781,0.284935377
8975,15144,0.122951086
8975,14723,0.139818459
8975,23377,0.260137827
8976,25145,0.953056035
8977,21538,0.431856323
8977,23191,0.763804813
8977,23855,0.888144081
8977,15484,0.678254558
8977,24854,0.76173839
8977,17639,0.059390033
8977,17478,0.266857698
8978,14050,0.721250305
8980,20564,0.096176242
8981,9796,0.710144734
8982,12455,0.010056676
8982,15207,0.974779511
8982,11326,0.079541045
8982,26963,0.641982855
8982,13031,0.671397129
8982,21536,0.863716565
8982,9156,0.626988188
8982,20955,0.241351867
8982,17521,0.769456314
8982,22445,0.287026673
8982,22353,0.313713026
8982,9348,0.276446435
8982,27869,0.973135977
8982,26101,0.371866456
8983,22402,0.659221877
8983,9365,0.263202789
8983,9179,0.814551091
8985,18704,0.784080635
8985,19469,0.787538498
8985,9268,0.334209739
8985,13512,0.028250975
8985,24393,0.681427359
8985,18594,0.845981406
8985,26577,0.633632781
8985,21366,0.264862801
8985,17285,0.937067314
8985,26229,0.917585043
8986,28162,0.042725009
8986,25274,0.569604985
8988,26097,0.065423512
8988,28085,0.729913394
8988,10602,0.725487279
8988,10532,0.86076411
8990,23601,0.010787137
8990,21219,0.871865447
8990,25468,0.009583695
8990,10982,0.755122524
8990,25771,0.485145654
8990,16989,0.934422463
8990,26787,0.412087065
8990,13208,0.46405204
8990,16905,0.042530896
8990,17057,0.22469701
8990,19784,0.978608606
8990,20558,0.956245422
8990,27478,0.523917699
8990,22118,0.397791195
8990,13091,0.015422787
8990,19315,0.668690097
8990,10727,0.612697963
8990,17530,0.865906074
8990,24971,0.74871042
8990,15056,0.234344615
8990,22379,0.060083784
8990,23816,0.652326537
8990,15550,0.01042203
8990,10516,0.57269764
8990,23372,0.314531851
8991,15264,0.087242334
8991,11784,0.012066709
8992,11010,0.502673963
8995,15251,0.320191202
8995,10784,0.478578428
8996,21570,0.701272298
8996,23825,0.631926272
8996,20861,0.30968208
8997,9268,0.238122299
8998,17329,0.206788707
8999,21823,0.586588775
8999,20008,0.344867537
8999,20594,0.220753107
8999,9646,0.355107625
9000,16400,0.449520009
9000,10495,0.441819125
9001,12111,0.332919759
9001,25658,0.351457991
9001,17338,0.774644216
9001,13810,0.643615638
9001,21847,0.805728004
9001,10760,0.864493388
9001,11113,0.584013329
9001,19195,0.173241922
9001,25270,0.349067958
9001,20626,0.91815719
9002,26735,0.464350335
9002,20760,0.752531414
9003,10956,0.638901512
9003,12291,0.822687919
9003,24848,0.803151954
9004,22775,0.103062369
9004,25586,0.86687291
9004,19706,0.147679705
9004,13711,0.424403153
9004,22676,0.605741066
9004,17291,0.490569327
9005,21633,0.827683111
9005,26000,0.013389966
9005,16855,0.688699676
9005,22570,0.0572938
9005,21149,0.758832093
9006,11633,0.780167631
9006,23825,0.394144139
9006,17911,0.001098919
9006,23936,0.738089007
9006,15806,0.471157713
9006,17300,0.199348565
9006,9421,0.555452695
9006,24240,0.484110683
9006,12835,0.868006359
9006,26867,0.479976075
9006,18128,0.733220733
9006,11350,0.653804992
9006,9884,0.945615009
9006,17528,0.031465384
9006,21855,0.646130441
9007,9993,0.422261028
9007,20328,0.728475889
9007,19742,0.373671373
9007,17468,0.506104532
9008,10245,0.184252954
9008,19611,0.367628665
9008,9746,0.012082381
9008,13440,0.767057102
9009,12943,0.772236848
9009,18523,0.293804458
9010,17226,0.128794689
9010,16328,0.624555701
9011,16975,0.914451886
9011,26956,0.078461664
9011,21616,0.475423273
9011,19089,0.618445779
9011,11322,0.669621756
9012,14534,0.23099556
9012,11295,0.038316136
9012,21006,0.048102776
9012,10837,0.372461358
9012,9271,0.241530214
9012,11701,0.92538172
9012,18319,0.921182487
9012,19356,0.915190024
9012,21770,0.996788459
9012,16906,0.866838169
9012,18123,0.135335771
9013,9717,0.129130123
9013,24827,0.370216433
9014,23619,0.46600346
9014,17194,0.690761934
9016,25474,0.308015644
9016,27273,0.749303999
9016,24512,0.695932309
9016,22140,0.269253471
9016,24151,0.57690116
9017,15189,0.170595058
9018,22214,0.912953706
9018,19140,0.674246587
9018,23553,0.548270604
9018,13282,0.173969622
9018,24148,0.60322435
9018,11610,0.430796893
9018,24451,0.318118978
9018,12244,0.203200658
9018,11729,0.042343508
9018,13366,0.363911824
9018,17992,0.746999002
9019,18225,0.581104504
9019,11913,0.408223999
9019,21636,0.92927209
9019,15832,0.522978454
9019,10115,0.442471497
9019,22591,0.339164388
9019,22368,0.416306461
9019,17273,0.108849742
9019,15875,0.322723435
9019,12773,0.194399985
9019,23016,0.864972515
9019,16515,0.567498902
9020,9127,0.704515084
9020,18958,0.424713645
9020,27608,0.360252256
9020,23577,0.316064796
9020,9263,0.561882288
9020,15899,0.168730521
9020,27222,0.04230935
9021,15837,0.492776476
9021,26591,0.512383263
9021,26573,0.452794673
9022,12633,0.302539441
9022,11408,0.621629285
9022,19990,0.113354155
9022,9992,0.620254624
9022,28099,0.260419152
9022,16515,0.844958524
9022,13313,0.555830656
9022,22743,0.089116294
9023,21004,0.809262069
9024,18202,0.155976048
9025,21462,0.745120325
9025,26622,0.800245041
9025,23706,0.944866979
9025,12811,0.815608682
9026,24782,0.843788371
9026,27494,0.253138415
9027,15823,0.59330088
9027,9243,0.312571315
9027,26031,0.095342031
9028,21283,0.212340251
9028,26698,0.456792715
9029,19156,0.759684534
9029,15325,0.644588716
9029,26479,0.582991776
9029,11993,0.757113045
9030,22417,0.158996983
9030,11700,0.615313713
9031,24853,0.060025299
9032,24163,0.607989924
9032,25840,0.51368373
9033,21891,0.72995766
9033,22246,0.582998004
9033,14629,0.081052048
9033,14055,0.798077074
9033,9141,0.70368052
9033,25836,0.676498986
9033,9361,0.965963317
9033,11166,0.317807318
9033,10428,0.646698757
9034,24127,0.543200104
9035,14662,0.825323721
9035,14844,0.734397894
9035,25827,0.809115817
9035,26978,0.065810719
9036,17777,0.193178387
9036,27780,0.065593352
9036,10051,0.749761571
9036,11267,0.976759201
9037,19473,0.599148634
9038,10382,0.996000971
9038,18585,0.192311686
9038,26907,0.841089816
9038,18309,0.576812032
9038,9197,0.836029035
9038,19485,0.586075196
9038,18992,0.990678339
9038,23220,0.613228392
9038,22229,0.104731888
9038,24641,0.395614986
9038,22374,0.094175632
9038,23460,0.348975983
9038,13449,0.849447862
9038,11987,0.577268069
9038,13690,0.558060779
9038,26744,0.143261914
9038,14909,0.120837221
9038,20279,0.322058578
9038,10055,0.624839074
9038,14143,0.197691835
9038,13351,0.258997983
9038,11563,0.077855538
9038,12040,0.162306144
9038,16385,0.854909496
9038,19635,0.42792695
9038,27397,0.517406972
9038,19747,0.953621112
9038,9097,0.050024186
9038,27904,0.570768406
9039,18457,0.490533188
9040,24645,0.769004176
9040,22004,0.531370613
9041,27522,0.362710273
9041,15626,0.37077043
9042,22607,0.84015907
9042,27768,0.043683194
9042,16026,0.506994323
9042,24057,0.71915084
9043,13428,0.614187813
9043,24832,0.992984142
9043,17207,0.447473381
9043,25559,0.656841766
9043,9504,0.04672462
9043,23182,0.879284928
9043,18790,0.814170697
9043,25032,0.700228087
9043,11790,0.812007456
9043,12412,0.870410203
9043,23162,0.211748949
9043,15290,0.656145959
9044,25838,0.225962768
9044,24289,0.062773395
9045,23440,0.07398464
9047,21126,0.217337814
9047,20376,0.084144641
9047,20057,0.210853373
9047,10551,0.522761738
9047,20705,0.968694516
9047,17440,0.935588539
9047,22508,0.420833097
9048,10721,0.389246847
9049,18308,0.448381862
9049,19942,0.986239567
9049,12193,0.635915645
9049,14958,0.573170188
9049,12029,0.478927555
9049,19751,0.384021806
9049,15968,0.271837815
9049,10454,0.268417385
9049,10495,0.763028926
9049,13616,0.813923132
9050,11724,0.019144527
9050,22261,0.188504621
9051,20215,0.472558379
9051,18590,0.6551062
9051,15909,0.004847357
9051,23473,0.871891563
9052,26466,0.902257428
9052,16699,0.311408373
9053,28109,0.196573977
9053,13709,0.491922482
9053,28181,0.218925597
9053,20054,0.326140184
9053,15650,0.545533477
9053,10493,0.365012382
9053,22421,0.012902139
9053,23061,0.700881713
9053,15009,0.429590553
9053,15893,0.639811162
9054,19219,0.53796561
9055,18626,0.851270442
9055,11812,0.876260341
9055,27080,0.528272604
9055,25468,0.130232499
9055,26802,0.641452891
9055,21898,0.437877963
9055,25280,0.459761742
9055,23102,0.155217861
9055,23455,0.099270727
9055,13412,0.207925233
9055,26728,0.964181966
9055,9065,0.782075172
9056,22395,0.064351625
9056,15085,0.582086589
9056,13566,0.795427118
9056,26497,0.4814557
9057,11688,0.155844907
9058,24069,0.086736857
9058,24303,0.082971087
9058,24576,0.370220546
9058,17775,0.661638876
9058,24616,0.976632491
9058,23619,0.135457171
9058,16164,0.04133351
9058,24309,0.587770168
9059,16567,0.769175315
9059,14941,0.24090088
9059,18739,0.471042563
9059,20195,0.853392507
9059,16929,0.705635259
9059,15956,0.74908706
9059,16989,0.084777875
9059,26704,0.081758578
9059,25175,0.62444863
9059,13240,0.433554997
9060,22197,0.021213718
9060,11632,0.733651954
9060,14464,0.197981984
9060,20018,0.766315055
9060,25364,0.026201674
9061,9545,0.266540444
9061,17096,0.510103744
9061,14527,0.906200226
9061,16118,0.500712673
9061,14985,0.100710347
9061,26285,0.779680727
9061,17395,0.608660718
9061,24682,0.993035338
9062,15943,0.377692373
9062,24952,0.932485087
9062,18699,0.06899307
9063,9895,0.032446812
9063,12133,0.665868433
9063,12030,0.103362726
9063,24069,0.163747077
9063,24570,0.859909388
9063,22415,0.759980569
9063,23155,0.896695976
9064,21181,0.809273609
9064,10106,0.034953102
9065,23976,0.053931604
9065,12038,0.16623598
9065,21333,0.530046061
9065,21319,0.083294736
9065,23372,0.786198467
9065,25299,0.372969637
9065,13345,0.888059927
9065,25608,0.768972757
9065,21243,0.341240859
9065,10738,0.891913147
9065,22820,0.00936008
9066,12839,0.572544521
9066,17870,0.128124691
9066,14607,0.460931221
9067,22886,0.971364617
9067,12423,0.172290782
9067,11804,0.340728028
9067,16175,0.612995579
9067,12565,0.13466528
9067,12056,0.702995157
9067,10114,0.852987513
9067,15047,0.245801994
9067,17593,0.79602243
9067,20953,0.788584546
9067,26283,0.273740306
9067,15108,0.660024195
9067,10425,0.788113107
9067,27016,0.858741689
9067,16941,0.0691172
9067,17819,0.130730491
9067,23361,0.301205247
9067,23911,0.957001146
9067,15141,0.119811724
9067,16136,0.135028706
9067,21798,0.102749634
9067,27432,0.814102399
9067,18251,0.198506075
9067,15642,0.161547081
9067,14390,0.809434087
9068,10888,0.708238863
9069,14661,0.133922146
9070,24477,0.084427288
9070,10662,0.120834828
9071,14889,0.135759341
9071,15361,0.464727605
9071,18341,0.336058192
9072,16793,0.5907149
9072,12062,0.490050928
9072,26089,0.473745192
9072,18236,0.374216186
9073,15561,0.904708679
9074,20210,0.683949852
9074,20170,0.612733604
9074,27080,0.963253111
9074,17196,0.777412137
9074,23383,0.855961267
9074,15905,0.23779962
9074,23141,0.496916489
9074,12581,0.787149101
9074,23963,0.768066469
9075,19722,0.522259247
9076,23159,0.509073191
9077,26807,0.644758041
9077,11479,0.574949153
9077,24774,0.165775151
9077,11251,0.511723411
9077,17599,0.146952389
9077,15666,0.609821924
9078,21543,0.940605926
9078,14567,0.399014985
9078,17562,0.838153394
9078,23738,0.635587723
9078,15354,0.560314704
9079,23429,0.615085051
9080,10427,0.146992138
9080,10488,0.188329322
9080,12895,0.160187515
9080,21952,0.059714333
9080,11682,0.922741278
9080,14790,0.181200181
9080,11288,0.796180975
9080,18468,0.233295519
9080,26688,0.286220559
9080,10784,0.852892803
9080,27602,0.884183198
9080,14838,0.13800747
9081,12890,0.096561848
9081,19373,0.289701809
9081,21294,0.996670493
9081,15610,0.574252456
9081,12725,0.643283822
9082,11229,0.286615595
9082,14959,0.079325478
9082,26085,0.646364039
9082,20069,0.282518864
9082,18706,0.165068893
9082,11718,0.938272509
9082,26902,0.39304417
9082,18169,0.96935835
9083,17873,0.356315753
9084,19481,0.484554306
9084,25658,0.134227728
9084,17502,0.194757112
9084,9683,0.807407026
9084,25270,0.469189476
9084,11115,0.775119385
9084,12672,0.656881839
9084,26709,0.176519664
9084,24539,0.991977681
9084,9670,0.558058416
9084,19728,0.463408479
9084,15517,0.943281147
9084,10490,0.48276038
9084,11529,0.534437604
9084,24241,0.127609693
9084,27361,0.584923023
9084,27500,0.600511961
9084,25321,0.072133867
9084,16867,0.231664407
9085,10966,0.527921456
9085,17782,0.96125786
9086,9226,0.176177779
9086,13970,0.624491555
9086,17640,0.20770584
9086,17823,0.835797963
9086,24374,0.040159528
9086,17214,0.126647768
9086,25879,0.896841728
9086,22379,0.976256
9086,9834,0.946064668
9086,9356,0.0185922
9086,17530,0.629166366
9086,20205,0.408956685
9086,24434,0.107516245
9086,17481,0.893948192
9086,9590,0.294500101
9086,18507,0.967122552
9086,18950,0.163398738
9086,13681,0.193220613
9087,10729,0.643655742
9089,12800,0.606922206
9089,9670,0.280761502
9089,13232,0.309455042
9089,26824,0.460892011
9089,21910,0.94930774
9089,17140,0.859148224
9089,24693,0.762152593
9089,21416,0.681404545
9089,13036,0.992793963
9089,19189,0.450438447
9089,14402,0.455399567
9090,27895,0.425477889
9090,10758,0.593499096
9090,20009,0.430258849
9090,10232,0.367713339
9090,11390,0.234549573
9090,16434,0.797843482
9090,17795,0.724724744
9090,17430,0.136526627
9090,13091,0.128445413
9090,10596,0.667590443
9090,26407,0.453804051
9090,23911,0.587234352
9091,22129,0.30189972
9092,22954,0.513888745
9092,10477,0.573262468
9092,23860,0.033098111
9093,18700,0.464160751
9093,22581,0.38347552
9093,24986,0.519482911
9093,19576,0.364538987
9093,19536,0.825868088
9093,25921,0.360772271
9094,15519,0.778017145
9094,27443,0.710973348
9094,16593,0.998201193
9095,9226,0.444842464
9095,19566,0.137087489
9095,10285,0.112665983
9095,16582,0.493511792
9095,9465,0.252837919
9095,20724,0.866870915
9095,20005,0.190594605
9095,22216,0.844427076
9095,20563,0.27167279
9095,11815,0.72404591
9095,22907,0.473403604
9095,19732,0.229253243
9095,16878,0.737591152
9095,9250,0.557714317
9095,17823,0.251055013
9096,23365,0.051056173
9096,11409,0.327421999
9096,14677,0.837470434
9096,19566,0.720788975
9098,24322,0.953941666
9098,14409,0.536212631
9098,11920,0.24321498
9098,27761,0.870416075
9098,24521,0.12005815
9100,13652,0.948875123
9100,14938,0.148616742
9101,22885,0.811409694
9103,9217,0.539702758
9103,16337,0.725842692
9103,18876,0.659672711
9103,12868,0.838999533
9103,25559,0.605966979
9103,21511,0.607346551
9104,25337,0.471766226
9104,27086,0.126203399
9105,23633,0.149160234
9105,27032,0.998008471
9105,21623,0.396859613
9105,12631,0.37893005
9105,13323,0.92876529
9105,14514,0.111852617
9105,21300,0.417912912
9105,19699,0.397739506
9105,21017,0.025603317
9107,11919,0.552740696
9107,24475,0.623386493
9108,11003,0.963570696
9108,21317,0.74159693
9108,11028,0.334137315
9108,17919,0.869141047
9108,22670,0.601190404
9109,11298,0.023706182
9109,26755,0.80494356
9109,21934,0.859014025
9109,24152,0.925434369
9110,26200,0.019942442
9111,11098,0.963970403
9111,9582,0.840746023
9111,24856,0.617357319
9111,20527,0.098695868
9111,27112,0.487500334
9111,22203,0.892808892
9111,9144,0.968419603
9112,13787,0.286892419
9112,19687,0.92505991
9113,27117,0.939226302
9113,24830,0.36838566
9113,26241,0.188520191
9113,15387,0.634307019
9114,19172,0.621720628
9114,14550,0.117087494
9114,26560,0.009986445
9114,22960,0.779664793
9114,13875,0.562145626
9115,22121,0.001305685
9115,22259,0.057680236
9115,20923,0.155904214
9115,16223,0.114811572
9115,12151,0.344038789
9115,16281,0.860195062
9115,12108,0.56492472
9115,14999,0.962379377
9115,13484,0.169023291
9115,26661,0.54850819
9115,21032,0.812521006
9116,21423,0.55436551
9116,24286,0.495098595
9117,16949,0.194185349
9117,11199,0.499321169
9117,24405,0.66589211
9117,23474,0.669197669
9118,24836,0.234030651
9119,20227,0.367654932
9119,13755,0.986604358
9119,24095,0.721889031
9119,19350,0.1881913
9120,13602,0.590081609
9120,9865,0.17818164
9120,14772,0.048209685
9120,27212,0.809280714
9120,17194,0.387723405
9120,11977,0.705178979
9120,23417,0.154436553
9121,12000,0.661259814
9121,13091,0.226691789
9121,20530,0.26702569
9121,18521,0.150630395
9121,9891,0.67578306
9122,14462,0.861112512
9122,17768,0.502054852
9122,16665,0.949348362
9123,19118,0.836341879
9123,11735,0.596320384
9123,9998,0.221236036
9123,15832,0.746439399
9123,26915,0.673482053
9123,22200,0.870124189
9123,17404,0.753820971
9123,27179,0.96327236
9124,19075,0.301872759
9124,25626,0.383361205
9124,9784,0.291391498
9124,13522,0.593403744
9124,9165,0.249793608
9125,18622,0.284641887
9126,9556,0.970366285
9127,27273,0.790478498
9127,16043,0.726561835
9127,19089,0.265498687
9127,19351,0.493789622
9127,14534,0.538092177
9127,12562,0.153572001
9127,16809,0.285061771
9127,21118,0.34908676
9127,25269,0.136757245
9127,26956,0.594985945
9127,15730,0.132948595
9129,19045,0.744992912
9129,21642,0.362591574
9129,15212,0.276235707
9129,18529,0.461902335
9129,9704,0.585020663
9129,20922,0.993014678
9129,13805,0.590003964
9129,24624,0.418619945
9130,9325,0.053831011
9130,26053,0.808564995
9130,13745,0.026371941
9131,21296,0.014138558
9132,23816,0.706428285
9132,14660,0.264524999
9132,15702,0.093120454
9132,15627,0.44001927
9134,12598,0.117848035
9135,11692,0.318923691
9136,10828,0.511754536
9136,22416,0.297788049
9136,15727,0.922263439
9136,16865,0.065813702
9136,26554,0.831543734
9136,19576,0.207699585
9136,27208,0.188414619
9137,24554,0.105300241
9137,19579,0.859743645
9137,20640,0.940230754
9137,25590,0.514075325
9137,22060,0.074369568
9137,14576,0.497839355
9137,14037,0.775180022
9137,27664,0.250110229
9137,23799,0.116034784
9137,12196,0.251047768
9137,26261,0.043972948
9138,25614,0.11600695
9138,24922,0.432191487
9138,24869,0.736094455
9138,16823,0.314305234
9138,18322,0.524505771
9138,26509,0.32630679
9139,25372,0.841020701
9140,25426,0.193776623
9140,9956,0.361882511
9141,12918,0.268755221
9141,27739,0.332234915
9141,9526,0.720094384
9141,23884,0.198634411
9141,25977,0.205289101
9141,17481,0.37866957
9141,15286,0.364640794
9141,22034,0.917658717
9141,16201,0.986962668
9141,21815,0.450121324
9141,23754,0.334578054
9142,27658,0.144237985
9142,15422,0.430982203
9142,23913,0.848436429
9143,21151,0.161517919
9144,24075,0.297318938
9144,11098,0.693659963
9144,19257,0.973619757
9144,22203,0.610051409
9144,24856,0.921586638
9144,18561,0.414725027
9144,12728,0.952674252
9144,20299,0.101133289
9144,27112,0.232491288
9144,21327,0.34941703
9144,22493,0.570473031
9145,26114,0.876272923
9146,23428,0.807956378
9147,22676,0.941464635
9147,27074,0.68547528
9147,22339,0.938409003
9148,18359,0.985612202
9148,27567,0.360678867
9148,26901,0.149104404
9148,26200,0.381949448
9148,14464,0.314503354
9148,16987,0.71854966
9148,24278,0.514109606
9149,18787,0.94663274
9150,13564,0.987190628
9150,17599,0.284058244
9150,11206,0.669722192
9150,22814,0.84656694
9150,17348,0.631084339
9150,23392,0.679322972
9150,16197,0.253709353
9150,23318,0.693003525
9150,15410,0.39086527
9150,21941,0.203408156
9151,9388,0.400424874
9151,22219,0.386345011
9152,10659,0.233055862
9152,13022,0.91458516
9152,13721,0.928670359
9152,12188,0.951350412
9152,15986,0.340545072
9152,17098,0.355511121
9153,11839,0.015004316
9153,26901,0.279860299
9153,19080,0.488788097
9153,20053,0.709959289
9153,17574,0.869157172
9154,28008,0.259905796
9154,17222,0.024534625
9154,19340,0.492787694
9154,13329,0.052695396
9154,12379,0.079148095
9154,24068,0.170843941
9155,21339,0.82611382
9155,13168,0.071609147
9155,9164,0.201529141
9155,12773,0.559033818
9156,26963,0.583006733
9157,20612,0.054179144
9157,19576,0.563587848
9157,14499,0.076254743
9159,20615,0.356878071
9159,9590,0.326205169
9159,11821,0.058468713
9159,20956,0.090990204
9160,10357,0.574597994
9161,17404,0.416078942
9162,12947,0.257975777
9162,24970,0.485754205
9162,24432,0.707596222
9163,18669,0.726771227
9163,10268,0.407394153
9164,24232,0.15450747
9165,9835,0.232412949
9165,11870,0.630925106
9165,26374,0.203281641
9165,10693,0.97982483
9165,16973,0.033005259
9166,10137,0.515202839
9167,14219,0.095761948
9167,27896,0.575626166
9168,9944,0.429051712
9168,25853,0.286092762
9168,23097,0.259000446
9168,16041,0.971116792
9168,11463,0.429841288
9169,23930,0.648914788
9169,24849,0.531243151
9173,9390,0.996243858
9173,24334,0.173317718
9174,22311,0.177337554
9174,25906,0.073492424
9174,25553,0.098294001
9174,24363,0.78963511
9174,17233,0.387255937
9175,18343,0.306262379
9176,21774,0.749408839
9178,14281,0.007795989
9178,18540,0.758928353
9178,12992,0.789810051
9179,27865,0.287886826
9179,17443,0.962748713
9179,13649,0.977029228
9179,15404,0.036522172
9179,27990,0.873773251
9179,19827,0.822280013
9179,28278,0.197004274
9179,9371,0.696774925
9179,17726,0.276700193
9179,17356,0.754792169
9179,23026,0.860862473
9179,9918,0.293822947
9179,21258,0.371298191
9180,12888,0.375843924
9180,16109,0.356303597
9180,27612,0.408120856
9180,10598,0.702506623
9180,16459,0.785349722
9182,10832,0.269606458
9182,17376,0.084980037
9182,24999,0.092923704
9183,27192,0.666512332
9184,12991,0.189584432
9184,14181,0.020650426
9184,24385,0.007751485
9184,11022,0.132532953
9184,16678,0.883824485
9185,25272,0.735559576
9185,20380,0.146608915
9185,19787,0.894894073
9185,17917,0.243285852
9185,28158,0.832328838
9185,25894,0.771505657
9185,14901,0.646515117
9185,9724,0.254859636
9185,13316,0.810770564
9186,26688,0.660694813
9186,18371,0.484145194
9187,28258,0.205269237
9188,25827,0.129833539
9188,11823,0.114262854
9189,18663,0.59124663
9189,9663,0.814177758
9189,13809,0.921038947
9189,24746,0.54940314
9189,11651,0.076341918
9189,27162,0.016095751
9190,26351,0.732504653
9190,22025,0.402504761
9190,19576,0.78638849
9190,19536,0.231299963
9192,22178,0.473549754
9192,27981,0.308081023
9192,11138,0.151152213
9192,11746,0.626149645
9192,23016,0.397885217
9193,21724,0.696994066
9193,18369,0.035092744
9193,10696,0.255284601
9193,9789,0.944097225
9193,21637,0.51952751
9193,21980,0.406987638
9193,23346,0.563050423
9193,24145,0.116650272
9193,13781,0.011247772
9193,14712,0.205968548
9193,17589,0.859445349
9194,12356,0.44399348
9194,11080,0.23846128
9194,10876,0.789464964
9194,15996,0.812790386
9194,12078,0.675482092
9194,19028,0.112365476
9194,20144,0.808706147
9194,14345,0.648288485
9195,17869,0.299488815
9195,10274,0.834574202
9195,15032,0.890985042
9196,22814,0.355626382
9196,23590,0.28154008
9196,15632,0.495314676
9196,18811,0.395112879
9196,22900,0.733212631
9197,22374,0.779130848
9198,25606,0.042856304
9198,10292,0.439543731
9198,14576,0.401016696
9198,20310,0.630713642
9199,9623,0.976692329
9201,15014,0.661905154
9201,16894,0.918201787
9201,12935,0.736363399
9201,24398,0.554271366
9202,25081,0.802645328
9203,14519,0.940715277
9203,14252,0.263020077
9204,18996,0.701716828
9205,14104,0.539547954
9205,19943,0.916821216
9205,17186,0.573668921
9205,13101,0.377727229
